6.97601,9.06500,21.97659,100.00000,0.69872,0.03519
10.52676,5.53616,36.62901,13.70587,0.60727,0.02885
10.33429,5.95028,10.00000,100.00000,0.76502,0.02960
6.97681,6.93333,10.38728,10.00000,0.53209,0.01718
8.20735,3.34124,38.94817,100.00000,0.40572,0.01699
7.59572,9.40136,18.18689,90.33192,0.59595,0.02565
8.72416,6.31139,10.00000,74.93186,0.32928,0.02506
8.57345,7.58308,10.00806,10.00000,0.46679,0.02300
6.47998,6.23629,40.19836,16.82011,0.65073,0.01180
10.94015,3.00000,31.01742,10.00000,0.26525,0.01721
11.21048,5.24530,21.24147,57.99862,0.56714,0.01897
4.95333,8.09290,10.00000,100.00000,0.36420,0.02429
4.81600,5.72829,80.68608,20.18490,0.78500,0.03723
8.56459,4.04485,21.20504,92.38869,0.44326,0.01762
6.83713,6.09502,10.00000,25.10812,0.78398,0.02617
10.07647,4.01072,76.04625,10.00000,0.64127,0.03184
9.86022,3.62910,63.13020,10.00000,0.64529,0.02184
7.69717,7.28373,45.59286,18.55824,0.78311,0.02794
8.09912,8.88827,58.27685,32.87753,0.28692,0.02458
9.11566,3.31635,100.00000,66.51002,0.26876,0.01449
8.12032,4.57397,41.13440,33.48246,0.39251,0.01718
9.74302,5.92547,20.10934,40.01389,0.44992,0.02637
5.53197,9.30488,50.88070,10.00000,0.42054,0.01631
3.63266,4.56970,99.99992,43.19124,0.78500,0.01616
3.63089,8.57178,100.00000,100.00000,0.48713,0.02188
7.64998,9.40398,10.00000,39.16944,0.61562,0.02455
8.83026,4.00712,71.37750,100.00000,0.58420,0.02796
8.62604,6.34289,97.15221,10.00000,0.43457,0.01603
5.32438,8.36556,98.75667,100.00000,0.54567,0.07286
3.21916,5.01300,100.00000,39.41626,0.77061,0.02278
4.43420,9.24119,89.23815,99.40514,0.52516,0.05356
7.96732,5.44322,100.00000,10.00000,0.74906,0.05613
3.94620,7.62661,43.80754,14.65867,0.31275,0.01540
9.20719,6.68065,10.00000,13.53530,0.45878,0.03226
6.18235,3.08832,23.04726,10.22982,0.33339,0.03617
7.96987,6.02355,32.30410,99.99993,0.53761,0.01364
7.10640,8.88441,10.00000,100.00000,0.59748,0.03428
9.07520,5.73971,98.69200,10.00000,0.64656,0.04911
4.11116,8.51669,31.28368,10.00000,0.26663,0.01812
7.10638,3.20845,99.99975,10.00003,0.60039,0.02976
6.23428,3.15209,100.00000,43.10000,0.66988,0.01847
4.89449,11.32980,78.53009,10.05353,0.46870,0.01615
7.66578,9.54941,16.90197,100.00000,0.52123,0.03263
6.86470,8.02040,42.23288,65.03804,0.69174,0.05229
4.89390,8.81804,100.00000,10.00000,0.31337,0.03145
3.25461,11.61487,100.00000,18.92587,0.51374,0.01230
10.22342,3.54567,58.07474,76.16082,0.66823,0.02584
7.90123,5.99923,10.25921,99.83355,0.76450,0.01368
