3.5,(-100.1292399164055+73.14672172225502j),(-0.6033568590028375+4.395712857626902j),5.76
3.51,(-99.72061961250064+72.65686182259908j),(-0.5788010418524507+4.366274990711558j),5.76
3.52,(-99.31398847027572+72.17115149402049j),(-0.554364762302197+4.337086490035859j),5.76
3.53,(-98.90933690098305+71.68954890357024j),(-0.5300474441214496+4.308144841671261j),5.76
3.54,(-98.50665533354397+71.21201270305536j),(-0.5058485121413883+4.27944756082037j),5.76
3.55,(-98.10593421524878+70.7385020226885j),(-0.48176739229706556+4.250992191435319j),5.76
3.56,(-97.70716401243767+70.26897646483091j),(-0.45780351166833455+4.222776305841761j),5.76
3.57,(-97.31033521116339+69.8033960978286j),(-0.433956298519651+4.194797504368448j),5.76
3.58,(-96.91543831783488+69.34172144993882j),(-0.4102251823387739+4.1670534149822505j),5.76
3.59,(-96.52246385984381+68.88391350334665j),(-0.3866095938744083+4.139541692928592j),5.76
3.6,(-96.1314023861731+68.42993368826897j),(-0.3631089651727679+4.112260020377123j),5.76
3.61,(-95.74224446798797+67.9797438771451j),(-0.3397227296131069+4.08520610607261j),5.76
3.62,(-95.35498069921037+67.53330637891207j),(-0.3164503219422272+4.058377684990923j),5.76
3.63,(-94.96960169707671+67.09058393336413j),(-0.2932911783080021+4.031772518000056j),5.76
3.64,(-94.58609810267912+66.65153970559369j),(-0.2702447362919047+4.005388391526069j),5.76
3.65,(-94.20446058149093+66.21613728051325j),(-0.24731043494057836+3.9792231172238903j),5.76
3.66,(-93.82467982387612+65.78434065745704j),(-0.224487714796461+3.9532745316528892j),5.76
3.67,(-93.44674654558388+65.35611424486044j),(-0.20177601792749567+3.927540495957158j),5.76
3.68,(-93.0706514882275+64.93142285501632j),(-0.17917478795592334+3.902018895550379j),5.76
3.69,(-92.69638541974902+64.51023169890723j),(-0.15668347008618788+3.8767076398052813j),5.76
3.7,(-92.32393913486887+64.09250638111124j),(-0.1343015111319703+3.8516046617475044j),5.76
3.71,(-91.95330345552165+63.67821289478176j),(-0.11202835954237234+3.8267079177539114j),5.76
3.72,(-91.58446923127777+63.267317616698534j),(-0.0898634654272561+3.802015387255185j),5.76
3.73,(-91.21742733975142+62.859787302389805j),(-0.06780628058175608+3.7775250724426948j),5.76
3.74,(-90.85216868699523+62.45558908132379j),(-0.04585625851000685+3.7532349979795327j),5.76
3.75,(-90.48868420788189+62.054690452168956j),(-0.02401285444805268+3.7291432107156783j),5.76
3.76,(-90.12696486647249+61.657059278121395j),(-0.0022755253860200497+3.705247779407205j),5.76
3.77,(-89.76700165637277+61.26266378229849j),(0.019356269910508317+3.6815467944394626j),5.76
3.78,(-89.40878560107646+60.87147254319783j),(0.04088307087984333+3.658038367554179j),5.76
3.79,(-89.0523077542973+60.48345449022054j),(0.062305415144242815+3.634720631580447j),5.76
3.8,(-88.69755920028815+60.09857889925717j),(0.08362383849072863+3.6115917401694504j),5.76
3.81,(-88.3445310541494+59.716815388336315j),(0.10483887485255927+3.588649867532975j),5.76
3.82,(-87.99321446212551+59.33813391333406j),(0.12595105629140502+3.5658932081855745j),5.76
3.83,(-87.6436006018906+58.96250476374372j),(0.14696091298019276+3.5433199766903436j),5.76
3.84,(-87.29568068282296+58.589898558504686j),(0.16786897318659832+3.5209284074082645j),5.76
3.85,(-86.9494459462689+58.22028624188961j),(0.18867576325720048+3.498716754251048j),5.76
3.86,(-86.60488766579647+57.853639079449124j),(0.20938180760223002+3.476683290437431j),5.76
3.87,(-86.26199714743827+57.489928654012786j),(0.22998762868097344+3.4548263082528545j),5.76
