3.5,(-10583.163991640551+7314.672172225503j),(-630.5756859002839+439.57128576269014j),5.76
3.51,(-10542.301961250068+7265.686182259909j),(-628.1201041852452+436.6274990711558j),5.76
3.52,(-10501.638847027572+7217.11514940205j),(-625.6764762302198+433.708649003586j),5.76
3.53,(-10461.173690098307+7168.954890357024j),(-623.244744412145+430.8144841671262j),5.76
3.54,(-10420.905533354398+7121.201270305536j),(-620.8248512141389+427.94475608203715j),5.76
3.55,(-10380.83342152488+7073.850202268852j),(-618.4167392297068+425.099219143532j),5.76
3.56,(-10340.956401243771+7026.897646483091j),(-616.0203511668336+422.2776305841762j),5.76
3.57,(-10301.273521116342+6980.339609782862j),(-613.6356298519653+419.47975043684477j),5.76
3.58,(-10261.783831783488+6934.172144993883j),(-611.2625182338775+416.70534149822504j),5.76
3.59,(-10222.486385984383+6888.391350334666j),(-608.9009593874409+413.9541692928594j),5.76
3.6,(-10183.380238617312+6842.9933688269j),(-606.5508965172769+411.22600203771236j),5.76
3.61,(-10144.464446798798+6797.97438771451j),(-604.212272961311+408.5206106072611j),5.76
3.62,(-10105.738069921039+6753.330637891208j),(-601.8850321942228+405.83776849909236j),5.76
3.63,(-10067.200169707674+6709.058393336414j),(-599.5691178308003+403.1772518000057j),5.76
3.64,(-10028.849810267915+6665.153970559369j),(-597.2644736291905+400.53883915260695j),5.76
3.65,(-9990.686058149096+6621.613728051326j),(-594.9710434940579+397.92231172238917j),5.76
3.66,(-9952.707982387614+6578.434065745703j),(-592.6887714796462+395.32745316528906j),5.76
3.67,(-9914.914654558388+6535.611424486045j),(-590.4176017927498+392.75404959571586j),5.76
3.68,(-9877.30514882275+6493.142285501633j),(-588.1574787955924+390.2018895550381j),5.76
3.69,(-9839.878541974906+6451.023169890723j),(-585.908347008619+387.67076398052825j),5.76
3.7,(-9802.633913486889+6409.250638111126j),(-583.6701511131972+385.1604661747505j),5.76
3.71,(-9765.570345552165+6367.821289478177j),(-581.4428359542375+382.6707917753912j),5.76
3.72,(-9728.686923127778+6326.731761669856j),(-579.2263465427258+380.2015387255186j),5.76
