0.01,4.058701299,4.6
0.015,4.058917749,4.600357143
0.02,4.059134199,4.600714286
0.025,4.059350649,4.601071429
0.03,4.0595671,4.601428571
0.035,4.05978355,4.601785714
0.04,4.06,4.602142857
0.045,4.06021645,4.6025
0.05,4.0604329,4.602857143
0.055,4.060649351,4.603214286
0.06,4.060865801,4.603571429
0.065,4.061082251,4.603928571
0.07,4.061298701,4.604285714
0.075,4.061515152,4.604642857
0.08,4.061731602,4.605
0.085,4.061948052,4.605357143
0.09,4.062164502,4.605714286
0.095,4.062380952,4.606071429
0.1,4.062597403,4.606428571
0.105,4.062813853,4.606785714
0.11,4.063030303,4.607142857
0.115,4.063246753,4.6075
0.12,4.063463203,4.607857143
0.125,4.063679654,4.608214286
0.13,4.063896104,4.608571429
0.135,4.064112554,4.608928571
0.14,4.064329004,4.609285714
0.145,4.064545455,4.609642857
0.15,4.064761905,4.61
0.155,4.064978355,4.610555556
0.16,4.065194805,4.611111111
0.165,4.065411255,4.611666667
0.17,4.065627706,4.612222222
0.175,4.065844156,4.612777778
0.18,4.066060606,4.613333333
0.185,4.066277056,4.613888889
0.19,4.066493506,4.614444444
0.195,4.066709957,4.615
0.2,4.066926407,4.615555556
0.205,4.067142857,4.616111111
0.21,4.067359307,4.616666667
0.215,4.067575758,4.617222222
0.22,4.067792208,4.617777778
0.225,4.068008658,4.618333333
0.23,4.068225108,4.618888889
0.235,4.07,4.619444444
0.24,4.07030303,4.62
0.245,4.070606061,4.620384615
0.25,4.070909091,4.620769231
0.255,4.071212121,4.621153846
0.26,4.071515152,4.621538462
0.265,4.071818182,4.621923077
0.27,4.072121212,4.622307692
0.275,4.072424242,4.622692308
0.28,4.072727273,4.623076923
0.285,4.073030303,4.623461538
0.29,4.073333333,4.623846154
0.295,4.073636364,4.624230769
0.3,4.073939394,4.624615385
0.305,4.074242424,4.625
0.31,4.074545455,4.625384615
0.315,4.074848485,4.625769231
0.32,4.075151515,4.626153846
0.325,4.075454545,4.626538462
0.33,4.075757576,4.626923077
0.335,4.076060606,4.627307692
0.34,4.076363636,4.627692308
0.345,4.076666667,4.628076923
0.35,4.076969697,4.628461538
0.355,4.077272727,4.628846154
0.36,4.077575758,4.629230769
0.365,4.077878788,4.629615385
0.37,4.078181818,4.63
0.375,4.078484848,4.630769231
0.38,4.078787879,4.631538462
0.385,4.079090909,4.632307692
0.39,4.079393939,4.633076923
0.395,4.07969697,4.633846154
0.4,4.08,4.634615385
0.405,4.080227273,4.635384615
0.41,4.080454545,4.636153846
0.415,4.080681818,4.636923077
0.42,4.080909091,4.637692308
0.425,4.081136364,4.638461538
0.43,4.081363636,4.639230769
0.435,4.081590909,4.64
0.44,4.081818182,4.640769231
0.445,4.082045455,4.641538462
0.45,4.082272727,4.642307692
0.455,4.0825,4.643076923
0.46,4.082727273,4.643846154
0.465,4.082954545,4.644615385
0.47,4.083181818,4.645384615
0.475,4.083409091,4.646153846
0.48,4.083636364,4.646923077
0.485,4.083863636,4.647692308
0.49,4.084090909,4.648461538
0.495,4.084318182,4.649230769
0.5,4.084545455,4.65
0.505,4.084772727,4.650384615
0.51,4.085,4.650769231
0.515,4.085227273,4.651153846
0.52,4.085454545,4.651538462
0.525,4.085681818,4.651923077
0.53,4.085909091,4.652307692
0.535,4.086136364,4.652692308
0.54,4.086363636,4.653076923
0.545,4.086590909,4.653461538
0.55,4.086818182,4.653846154
0.555,4.087045455,4.654230769
0.56,4.087272727,4.654615385
0.565,4.0875,4.655
0.57,4.087727273,4.655384615
0.575,4.087954545,4.655769231
0.58,4.088181818,4.656153846
0.585,4.088409091,4.656538462
0.59,4.088636364,4.656923077
0.595,4.088863636,4.657307692
0.6,4.089090909,4.657692308
0.605,4.089318182,4.658076923
0.61,4.089545455,4.658461538
0.615,4.089772727,4.658846154
0.62,4.09,4.659230769
0.625,4.0905,4.659615385
0.63,4.091,4.66
0.635,4.0915,4.660357143
0.64,4.092,4.660714286
0.645,4.0925,4.661071429
0.65,4.093,4.661428571
0.655,4.0935,4.661785714
0.66,4.094,4.662142857
0.665,4.0945,4.6625
0.67,4.095,4.662857143
0.675,4.0955,4.663214286
0.68,4.096,4.663571429
0.685,4.0965,4.663928571
0.69,4.097,4.664285714
0.695,4.0975,4.664642857
0.7,4.098,4.665
0.705,4.0985,4.665357143
0.71,4.099,4.665714286
0.715,4.0995,4.666071429
0.72,4.1,4.666428571
0.725,4.100178571,4.666785714
0.73,4.100357143,4.667142857
0.735,4.100535714,4.6675
0.74,4.100714286,4.667857143
0.745,4.100892857,4.668214286
0.75,4.101071429,4.668571429
0.755,4.10125,4.668928571
0.76,4.101428571,4.669285714
0.765,4.101607143,4.669642857
0.77,4.101785714,4.67
0.775,4.101964286,4.670571429
0.78,4.102142857,4.671142857
0.785,4.102321429,4.671714286
0.79,4.1025,4.672285714
0.795,4.102678571,4.672857143
0.8,4.102857143,4.673428571
0.805,4.103035714,4.674
0.81,4.103214286,4.674571429
0.815,4.103392857,4.675142857
0.82,4.103571429,4.675714286
0.825,4.10375,4.676285714
0.83,4.103928571,4.676857143
0.835,4.104107143,4.677428571
0.84,4.104285714,4.678
0.845,4.104464286,4.678571429
0.85,4.104642857,4.679142857
0.855,4.104821429,4.679714286
0.86,4.105,4.680285714
0.865,4.105178571,4.680857143
0.87,4.105357143,4.681428571
0.875,4.105535714,4.682
0.88,4.105714286,4.682571429
0.885,4.105892857,4.683142857
