0.77849,0.78734,0.79619,0.80502,0.81382,0.82258,0.83129,0.83994,0.84851,0.85700,0.86538,0.87364,0.88177,0.88976,0.89758,0.90523,0.91269,0.91993,0.92696,0.93375,0.94029,0.94655,0.95254,0.95822,0.96360,0.96865,0.97336,0.97772,0.98172,0.98535,0.98860,0.99145,0.99390,0.99595,0.99758,0.99880,0.99960,0.99997,0.99992,0.99945,0.99855,0.99723,0.99550,0.99336,0.99081,0.98786,0.98453,0.98081,0.97673,0.97228,0.96749,0.96236,0.95691,0.95115,0.94510,0.93877,0.93217,0.92532,0.91824,0.91094,0.90344,0.89575,0.88788,0.87986,0.87170,0.86341,0.85500,0.84650,0.83790,0.82924,0.82052,0.81174,0.80293,0.79410,0.78525,0.77640,0.76756,0.75873,0.74993,0.74115,0.73242,0.72374,0.71511,0.70654,0.69804,0.68961,0.68125,0.67298,0.66479,0.65669,0.64869,0.64078,0.63297,0.62526,0.61765,0.61015,0.60276,0.59547,0.58829,0.58122,0.57426,0.56742,0.56068,0.55405,0.54754,0.54114,0.53485,0.52866,0.52259,0.51663,0.51078,0.50503,0.49939,0.49386,0.48843,0.48310,0.47788,0.47276,0.46774,0.46282,0.45800,0.45327,0.44864,0.44411,0.43966,0.43531,0.43105,0.42687,0.42279,0.41879,0.41487,0.41104,0.40729,0.40362,0.40004,0.39653,0.39309,0.38973,0.38645,0.38324,0.38011,0.37704,0.37404,0.37112,0.36826,0.36546,0.36274,0.36007,0.35747,0.35494,0.35246,0.35004,0.34769,0.34539,0.34315,0.34097,0.33884,0.33677,0.33475,0.33278,0.33087,0.32901,0.32720,0.32544,0.32373,0.32207,0.32046,0.31890,0.31738,0.31591,0.31449,0.31311,0.31177,0.31048,0.30924,0.30803,0.30687,0.30576,0.30468,0.30364,0.30265,0.30170,0.30078,0.29991,0.29908,0.29828,0.29753,0.29681,0.29613,0.29549,0.29489,0.29432,0.29380,0.29331,0.29285,0.29243,0.29205,0.29171,0.29140,0.29113,0.29090
0.77844,0.78729,0.79614,0.80496,0.81377,0.82253,0.83124,0.83989,0.84846,0.85694,0.86532,0.87359,0.88172,0.88971,0.89753,0.90518,0.91264,0.91989,0.92691,0.93370,0.94024,0.94651,0.95250,0.95819,0.96356,0.96862,0.97333,0.97769,0.98170,0.98533,0.98857,0.99143,0.99388,0.99593,0.99757,0.99879,0.99959,0.99997,0.99992,0.99945,0.99856,0.99725,0.99552,0.99338,0.99083,0.98789,0.98456,0.98084,0.97676,0.97232,0.96753,0.96240,0.95696,0.95120,0.94515,0.93882,0.93223,0.92538,0.91831,0.91101,0.90351,0.89582,0.88796,0.87994,0.87177,0.86348,0.85508,0.84658,0.83799,0.82932,0.82060,0.81183,0.80302,0.79419,0.78534,0.77649,0.76765,0.75882,0.75001,0.74124,0.73251,0.72383,0.71520,0.70663,0.69812,0.68969,0.68134,0.67306,0.66488,0.65678,0.64877,0.64086,0.63305,0.62534,0.61773,0.61023,0.60284,0.59555,0.58837,0.58130,0.57434,0.56749,0.56075,0.55413,0.54761,0.54121,0.53492,0.52873,0.52266,0.51670,0.51084,0.50510,0.49946,0.49392,0.48849,0.48317,0.47795,0.47282,0.46780,0.46288,0.45806,0.45333,0.44870,0.44416,0.43972,0.43537,0.43110,0.42693,0.42284,0.41884,0.41492,0.41109,0.40734,0.40367,0.40008,0.39657,0.39314,0.38978,0.38650,0.38329,0.38015,0.37708,0.37409,0.37116,0.36830,0.36550,0.36278,0.36011,0.35751,0.35497,0.35250,0.35008,0.34772,0.34543,0.34319,0.34100,0.33887,0.33680,0.33478,0.33282,0.33090,0.32904,0.32723,0.32547,0.32376,0.32210,0.32049,0.31893,0.31741,0.31594,0.31451,0.31313,0.31180,0.31051,0.30926,0.30806,0.30690,0.30578,0.30470,0.30367,0.30267,0.30172,0.30081,0.29993,0.29910,0.29830,0.29755,0.29683,0.29615,0.29551,0.29491,0.29434,0.29381,0.29332,0.29287,0.29245,0.29207,0.29173,0.29142,0.29114,0.29091
0.77829,0.78714,0.79598,0.80481,0.81361,0.82237,0.83108,0.83973,0.84830,0.85678,0.86516,0.87343,0.88156,0.88955,0.89738,0.90503,0.91249,0.91974,0.92677,0.93357,0.94011,0.94638,0.95237,0.95807,0.96345,0.96851,0.97323,0.97760,0.98161,0.98525,0.98850,0.99137,0.99383,0.99589,0.99754,0.99877,0.99958,0.99996,0.99993,0.99947,0.99858,0.99728,0.99556,0.99343,0.99090,0.98797,0.98464,0.98094,0.97687,0.97243,0.96765,0.96254,0.95710,0.95135,0.94531,0.93896,0.93240,0.92557,0.91849,0.91120,0.90371,0.89603,0.88817,0.88016,0.87200,0.86371,0.85531,0.84681,0.83823,0.82957,0.82085,0.81208,0.80327,0.79444,0.78560,0.77675,0.76790,0.75908,0.75027,0.74150,0.73277,0.72409,0.71546,0.70689,0.69838,0.68995,0.68159,0.67332,0.66513,0.65703,0.64902,0.64111,0.63330,0.62559,0.61798,0.61047,0.60308,0.59578,0.58860,0.58153,0.57457,0.56772,0.56098,0.55435,0.54783,0.54143,0.53513,0.52895,0.52287,0.51691,0.51105,0.50530,0.49966,0.49412,0.48869,0.48336,0.47813,0.47301,0.46799,0.46306,0.45824,0.45351,0.44887,0.44433,0.43989,0.43553,0.43126,0.42709,0.42300,0.41899,0.41503,0.41126,0.40750,0.40382,0.40023,0.39672,0.39328,0.38992,0.38664,0.38342,0.38028,0.37721,0.37422,0.37129,0.36842,0.36563,0.36290,0.36023,0.35763,0.35509,0.35261,0.35019,0.34783,0.34553,0.34329,0.34111,0.33898,0.33690,0.33488,0.33291,0.33100,0.32914,0.32733,0.32557,0.32385,0.32219,0.32058,0.31901,0.31749,0.31602,0.31460,0.31320,0.31188,0.31058,0.30934,0.30813,0.30697,0.30585,0.30477,0.30373,0.30274,0.30178,0.30087,0.29999,0.29916,0.29836,0.29761,0.29689,0.29621,0.29556,0.29496,0.29439,0.29386,0.29337,0.29292,0.29250,0.29212,0.29177,0.29146,0.29119,0.29095
0.77803,0.78688,0.79572,0.80454,0.81334,0.82210,0.83081,0.83946,0.84803,0.85652,0.86490,0.87317,0.88130,0.88929,0.89712,0.90478,0.91224,0.91950,0.92654,0.93334,0.93989,0.94617,0.95217,0.95787,0.96327,0.96834,0.97307,0.97745,0.98147,0.98512,0.98839,0.99127,0.99375,0.99582,0.99748,0.99873,0.99955,0.99996,0.99994,0.99949,0.99863,0.99734,0.99564,0.99353,0.99101,0.98809,0.98479,0.98110,0.97704,0.97263,0.96786,0.96276,0.95734,0.95161,0.94558,0.93941,0.93269,0.92587,0.91881,0.91153,0.90405,0.89637,0.88853,0.88052,0.87237,0.86409,0.85570,0.84721,0.83863,0.82997,0.82126,0.81249,0.80369,0.79486,0.78602,0.77717,0.76833,0.75951,0.75070,0.74193,0.73320,0.72452,0.71589,0.70732,0.69881,0.69038,0.68202,0.67375,0.66555,0.65745,0.64944,0.64153,0.63371,0.62600,0.61838,0.61088,0.60347,0.59618,0.58899,0.58192,0.57495,0.56810,0.56135,0.55472,0.54820,0.54179,0.53549,0.52930,0.52322,0.51725,0.51139,0.50563,0.49999,0.49445,0.48901,0.48368,0.47845,0.47332,0.46829,0.46336,0.45853,0.45380,0.44916,0.44461,0.44016,0.43580,0.43153,0.42734,0.42324,0.41922,0.41515,0.41156,0.40777,0.40408,0.40048,0.39696,0.39352,0.39016,0.38687,0.38365,0.38051,0.37744,0.37443,0.37150,0.36863,0.36583,0.36310,0.36043,0.35783,0.35528,0.35280,0.35038,0.34802,0.34572,0.34347,0.34128,0.33915,0.33707,0.33505,0.33308,0.33116,0.32930,0.32748,0.32572,0.32401,0.32234,0.32073,0.31916,0.31764,0.31617,0.31474,0.31307,0.31199,0.31071,0.30946,0.30825,0.30709,0.30597,0.30488,0.30385,0.30285,0.30189,0.30097,0.30010,0.29926,0.29846,0.29770,0.29698,0.29630,0.29566,0.29505,0.29448,0.29395,0.29345,0.29300,0.29257,0.29219,0.29184,0.29153,0.29126,0.29102
0.77767,0.78651,0.79535,0.80417,0.81297,0.82173,0.83044,0.83908,0.84766,0.85614,0.86453,0.87280,0.88093,0.88893,0.89676,0.90443,0.91190,0.91916,0.92621,0.93302,0.93958,0.94587,0.95188,0.95760,0.96301,0.96809,0.97284,0.97724,0.98128,0.98494,0.98823,0.99113,0.99363,0.99572,0.99740,0.99867,0.99952,0.99995,0.99995,0.99953,0.99869,0.99742,0.99575,0.99366,0.99116,0.98827,0.98499,0.98133,0.97729,0.97290,0.96815,0.96307,0.95767,0.95196,0.94596,0.93978,0.93308,0.92628,0.91924,0.91198,0.90452,0.89686,0.88902,0.88103,0.87289,0.86463,0.85624,0.84776,0.83919,0.83054,0.82183,0.81307,0.80428,0.79545,0.78662,0.77777,0.76893,0.76011,0.75131,0.74254,0.73381,0.72512,0.71649,0.70792,0.69941,0.69098,0.68262,0.67434,0.66614,0.65804,0.65003,0.64211,0.63429,0.62657,0.61895,0.61144,0.60403,0.59673,0.58954,0.58246,0.57549,0.56863,0.56188,0.55524,0.54871,0.54229,0.53599,0.52979,0.52371,0.51773,0.51186,0.50610,0.50045,0.49490,0.48946,0.48412,0.47888,0.47375,0.46871,0.46378,0.45894,0.45420,0.44955,0.44500,0.44054,0.43617,0.43189,0.42769,0.42357,0.41951,0.41522,0.41207,0.40818,0.40447,0.40085,0.39732,0.39387,0.39050,0.38720,0.38398,0.38083,0.37775,0.37474,0.37180,0.36893,0.36613,0.36339,0.36071,0.35810,0.35556,0.35307,0.35064,0.34828,0.34597,0.34372,0.34153,0.33939,0.33731,0.33528,0.33331,0.33139,0.32952,0.32770,0.32594,0.32422,0.32255,0.32093,0.31936,0.31784,0.31637,0.31496,0.31399,0.31214,0.31087,0.30962,0.30841,0.30725,0.30612,0.30504,0.30400,0.30300,0.30204,0.30112,0.30024,0.29940,0.29860,0.29784,0.29711,0.29643,0.29578,0.29517,0.29460,0.29406,0.29357,0.29310,0.29268,0.29229,0.29194,0.29163,0.29135,0.29111
0.77720,0.78604,0.79487,0.80369,0.81249,0.82124,0.82995,0.83860,0.84717,0.85566,0.86405,0.87232,0.88046,0.88846,0.89630,0.90397,0.91145,0.91873,0.92578,0.93260,0.93918,0.94548,0.95151,0.95724,0.96267,0.96777,0.97254,0.97696,0.98102,0.98471,0.98802,0.99095,0.99347,0.99559,0.99730,0.99860,0.99947,0.99993,0.99996,0.99957,0.99876,0.99753,0.99588,0.99382,0.99136,0.98850,0.98525,0.98161,0.97761,0.97324,0.96853,0.96348,0.95810,0.95242,0.94646,0.94031,0.93356,0.92681,0.91980,0.91256,0.90511,0.89747,0.88966,0.88168,0.87356,0.86531,0.85694,0.84847,0.83990,0.83127,0.82257,0.81382,0.80503,0.79621,0.78738,0.77854,0.76970,0.76088,0.75208,0.74331,0.73458,0.72590,0.71727,0.70869,0.70018,0.69175,0.68338,0.67510,0.66690,0.65879,0.65077,0.64285,0.63502,0.62730,0.61967,0.61216,0.60474,0.59744,0.59024,0.58315,0.57617,0.56930,0.56254,0.55590,0.54936,0.54294,0.53662,0.53042,0.52433,0.51834,0.51246,0.50669,0.50103,0.49548,0.49002,0.48468,0.47943,0.47429,0.46924,0.46430,0.45945,0.45470,0.45005,0.44548,0.44101,0.43663,0.43233,0.42811,0.42396,0.41983,0.41524,0.41291,0.40876,0.40499,0.40135,0.39779,0.39433,0.39094,0.38764,0.38440,0.38124,0.37816,0.37514,0.37220,0.36932,0.36651,0.36376,0.36108,0.35846,0.35591,0.35342,0.35099,0.34861,0.34630,0.34405,0.34185,0.33971,0.33762,0.33559,0.33361,0.33168,0.32981,0.32799,0.32622,0.32450,0.32283,0.32121,0.31963,0.31811,0.31664,0.31524,0.31415,0.31226,0.31105,0.30982,0.30861,0.30745,0.30632,0.30524,0.30419,0.30319,0.30222,0.30130,0.30042,0.29957,0.29877,0.29800,0.29728,0.29659,0.29593,0.29532,0.29475,0.29421,0.29371,0.29324,0.29281,0.29242,0.29207,0.29175,0.29147,0.29122
0.77663,0.78546,0.79429,0.80310,0.81189,0.82065,0.82936,0.83800,0.84658,0.85507,0.86346,0.87173,0.87988,0.88789,0.89574,0.90341,0.91090,0.91819,0.92526,0.93210,0.93868,0.94501,0.95105,0.95681,0.96225,0.96738,0.97217,0.97662,0.98071,0.98443,0.98777,0.99072,0.99328,0.99543,0.99717,0.99850,0.99942,0.99991,0.99998,0.99962,0.99885,0.99765,0.99604,0.99402,0.99160,0.98877,0.98556,0.98196,0.97799,0.97366,0.96898,0.96397,0.95863,0.95299,0.94706,0.94096,0.93407,0.92744,0.92047,0.91326,0.90584,0.89822,0.89043,0.88248,0.87437,0.86614,0.85778,0.84933,0.84078,0.83215,0.82346,0.81472,0.80594,0.79713,0.78831,0.77947,0.77064,0.76182,0.75303,0.74426,0.73553,0.72684,0.71821,0.70963,0.70112,0.69268,0.68432,0.67603,0.66782,0.65971,0.65168,0.64375,0.63592,0.62819,0.62056,0.61303,0.60561,0.59829,0.59109,0.58399,0.57700,0.57012,0.56336,0.55670,0.55015,0.54372,0.53739,0.53118,0.52508,0.51908,0.51319,0.50741,0.50174,0.49617,0.49071,0.48535,0.48010,0.47494,0.46988,0.46493,0.46007,0.45530,0.45063,0.44606,0.44157,0.43716,0.43284,0.42859,0.42439,0.42016,0.41521,0.41435,0.40958,0.40569,0.40199,0.39840,0.39491,0.39151,0.38819,0.38494,0.38177,0.37867,0.37564,0.37269,0.36980,0.36698,0.36422,0.36154,0.35891,0.35635,0.35385,0.35141,0.34903,0.34671,0.34445,0.34224,0.34010,0.33800,0.33596,0.33398,0.33205,0.33017,0.32834,0.32657,0.32484,0.32317,0.32154,0.31997,0.31845,0.31699,0.31560,0.31449,0.31220,0.31123,0.31003,0.30884,0.30768,0.30655,0.30547,0.30442,0.30341,0.30244,0.30152,0.30063,0.29978,0.29897,0.29820,0.29747,0.29678,0.29612,0.29550,0.29492,0.29438,0.29387,0.29340,0.29297,0.29257,0.29221,0.29189,0.29160,0.29135
0.77595,0.78477,0.79360,0.80241,0.81119,0.81995,0.82865,0.83730,0.84587,0.85436,0.86276,0.87104,0.87919,0.88721,0.89506,0.90275,0.91025,0.91755,0.92464,0.93149,0.93810,0.94444,0.95051,0.95629,0.96176,0.96691,0.97173,0.97621,0.98033,0.98408,0.98746,0.99045,0.99304,0.99523,0.99702,0.99839,0.99934,0.99988,0.99999,0.99968,0.99895,0.99780,0.99623,0.99426,0.99188,0.98910,0.98592,0.98237,0.97845,0.97416,0.96952,0.96455,0.95926,0.95366,0.94778,0.94173,0.93442,0.92814,0.92124,0.91407,0.90668,0.89910,0.89133,0.88340,0.87532,0.86711,0.85878,0.85034,0.84181,0.83320,0.82452,0.81579,0.80702,0.79822,0.78940,0.78057,0.77175,0.76293,0.75414,0.74537,0.73664,0.72796,0.71932,0.71074,0.70223,0.69378,0.68541,0.67712,0.66891,0.66079,0.65276,0.64482,0.63698,0.62924,0.62159,0.61406,0.60663,0.59930,0.59208,0.58497,0.57798,0.57109,0.56431,0.55764,0.55108,0.54464,0.53830,0.53207,0.52595,0.51995,0.51405,0.50825,0.50257,0.49699,0.49151,0.48614,0.48087,0.47570,0.47063,0.46565,0.46078,0.45600,0.45131,0.44671,0.44220,0.43777,0.43341,0.42912,0.42485,0.42048,0.41514,0.41712,0.41073,0.40660,0.40281,0.39917,0.39564,0.39221,0.38886,0.38559,0.38240,0.37929,0.37625,0.37328,0.37038,0.36755,0.36478,0.36208,0.35945,0.35688,0.35437,0.35192,0.34953,0.34720,0.34493,0.34272,0.34056,0.33846,0.33642,0.33442,0.33249,0.33060,0.32877,0.32699,0.32526,0.32358,0.32195,0.32038,0.31886,0.31740,0.31604,0.31492,0.31066,0.31135,0.31025,0.30908,0.30793,0.30681,0.30572,0.30468,0.30367,0.30269,0.30176,0.30087,0.30002,0.29920,0.29843,0.29769,0.29699,0.29633,0.29571,0.29512,0.29457,0.29406,0.29358,0.29315,0.29274,0.29238,0.29205,0.29176,0.29150
0.77516,0.78398,0.79279,0.80160,0.81038,0.81913,0.82784,0.83648,0.84506,0.85355,0.86195,0.87023,0.87839,0.88641,0.89428,0.90198,0.90950,0.91681,0.92392,0.93079,0.93742,0.94378,0.94988,0.95568,0.96118,0.96637,0.97122,0.97573,0.97989,0.98368,0.98710,0.99013,0.99277,0.99500,0.99683,0.99825,0.99925,0.99984,1.00000,0.99974,0.99906,0.99796,0.99645,0.99452,0.99219,0.98946,0.98634,0.98284,0.97897,0.97473,0.97014,0.96522,0.95998,0.95443,0.94861,0.94262,0.93058,0.92888,0.92209,0.91498,0.90764,0.90010,0.89237,0.88447,0.87641,0.86822,0.85991,0.85149,0.84298,0.83439,0.82573,0.81701,0.80825,0.79946,0.79065,0.78183,0.77301,0.76420,0.75541,0.74665,0.73792,0.72923,0.72060,0.71202,0.70350,0.69505,0.68667,0.67837,0.67016,0.66203,0.65399,0.64604,0.63819,0.63044,0.62278,0.61524,0.60779,0.60046,0.59323,0.58610,0.57909,0.57219,0.56540,0.55871,0.55214,0.54568,0.53933,0.53309,0.52696,0.52093,0.51502,0.50921,0.50351,0.49791,0.49242,0.48703,0.48174,0.47655,0.47146,0.46647,0.46158,0.45677,0.45206,0.44744,0.44289,0.43843,0.43403,0.42967,0.42531,0.42077,0.41503,0.42382,0.41235,0.40780,0.40384,0.40011,0.39652,0.39305,0.38967,0.38637,0.38316,0.38003,0.37697,0.37398,0.37106,0.36822,0.36544,0.36273,0.36008,0.35749,0.35497,0.35251,0.35011,0.34777,0.34549,0.34327,0.34111,0.33900,0.33694,0.33494,0.33300,0.33110,0.32926,0.32748,0.32574,0.32406,0.32243,0.32085,0.31934,0.31789,0.31654,0.31543,0.31850,0.31122,0.31041,0.30932,0.30819,0.30708,0.30600,0.30495,0.30394,0.30297,0.30203,0.30114,0.30028,0.29946,0.29868,0.29793,0.29723,0.29656,0.29593,0.29534,0.29478,0.29427,0.29378,0.29334,0.29293,0.29256,0.29222,0.29192,0.29166
0.77426,0.78307,0.79188,0.80068,0.80946,0.81820,0.82691,0.83555,0.84413,0.85262,0.86102,0.86931,0.87748,0.88551,0.89339,0.90110,0.90863,0.91597,0.92309,0.92999,0.93664,0.94303,0.94915,0.95499,0.96052,0.96574,0.97063,0.97519,0.97938,0.98322,0.98668,0.98976,0.99245,0.99473,0.99662,0.99809,0.99914,0.99978,1.00000,0.99980,0.99918,0.99814,0.99668,0.99481,0.99254,0.98987,0.98681,0.98337,0.97955,0.97537,0.97084,0.96598,0.96079,0.95530,0.94954,0.94361,0.93905,0.92953,0.92300,0.91599,0.90871,0.90121,0.89352,0.88565,0.87763,0.86947,0.86119,0.85280,0.84431,0.83573,0.82709,0.81839,0.80964,0.80087,0.79207,0.78325,0.77444,0.76564,0.75685,0.74809,0.73936,0.73067,0.72203,0.71345,0.70493,0.69647,0.68809,0.67978,0.67156,0.66342,0.65537,0.64741,0.63955,0.63179,0.62412,0.61656,0.60910,0.60175,0.59451,0.58737,0.58035,0.57343,0.56662,0.55992,0.55333,0.54685,0.54049,0.53423,0.52808,0.52204,0.51610,0.51028,0.50455,0.49894,0.49343,0.48802,0.48271,0.47750,0.47239,0.46737,0.46245,0.45762,0.45288,0.44822,0.44364,0.43913,0.43467,0.43024,0.42576,0.42102,0.41489,0.45675,0.41474,0.40936,0.40513,0.40127,0.39759,0.39406,0.39063,0.38730,0.38405,0.38089,0.37781,0.37480,0.37186,0.36900,0.36620,0.36347,0.36081,0.35821,0.35567,0.35320,0.35079,0.34844,0.34614,0.34391,0.34173,0.33961,0.33755,0.33554,0.33358,0.33168,0.32984,0.32804,0.32630,0.32461,0.32298,0.32140,0.31989,0.31845,0.31712,0.31601,0.31615,0.30998,0.31041,0.30949,0.30843,0.30735,0.30628,0.30524,0.30423,0.30326,0.30232,0.30142,0.30056,0.29973,0.29895,0.29820,0.29748,0.29681,0.29617,0.29557,0.29501,0.29449,0.29400,0.29354,0.29313,0.29275,0.29240,0.29209,0.29182
