8.867,3.963,74.014,17.356,0.444,0.01
8.867,3.963,74.014,17.356,0.444,0.5
8.867,3.963,74.014,17.356,0.444,1
5.368,9.213,51.784,33.777,0.585,0.01
5.368,9.213,51.784,33.777,0.585,0.5
5.368,9.213,51.784,33.777,0.585,1
