3.0,(-5595.907+4514.474j),(-330.869+271.295j),5.76
3.01,(-5573.321+4481.333j),(-329.512+269.303j),5.76
3.02,(-5550.842+4448.498j),(-328.161+267.33j),5.76
3.03,(-5528.47+4415.965j),(-326.817+265.375j),5.76
3.04,(-5506.204+4383.73j),(-325.478+263.438j),5.76
3.05,(-5484.044+4351.791j),(-324.147+261.519j),5.76
3.06,(-5461.989+4320.144j),(-322.821+259.617j),5.76
3.07,(-5440.04+4288.786j),(-321.502+257.732j),5.76
3.08,(-5418.196+4257.714j),(-320.19+255.865j),5.76
3.09,(-5396.456+4226.925j),(-318.883+254.015j),5.76
3.1,(-5374.82+4196.415j),(-317.583+252.181j),5.76
3.11,(-5353.287+4166.182j),(-316.289+250.364j),5.76
3.12,(-5331.858+4136.223j),(-315.001+248.564j),5.76
3.13,(-5310.531+4106.535j),(-313.72+246.78j),5.76
3.14,(-5289.306+4077.114j),(-312.444+245.012j),5.76
3.15,(-5268.184+4047.958j),(-311.175+243.26j),5.76
3.16,(-5247.163+4019.065j),(-309.912+241.524j),5.76
3.17,(-5226.243+3990.431j),(-308.654+239.803j),5.76
3.18,(-5205.424+3962.054j),(-307.403+238.097j),5.76
3.19,(-5184.705+3933.93j),(-306.158+236.407j),5.76
3.2,(-5164.085+3906.058j),(-304.919+234.732j),5.76
3.21,(-5143.566+3878.434j),(-303.686+233.072j),5.76
3.22,(-5123.145+3851.056j),(-302.459+231.427j),5.76
3.23,(-5102.823+3823.922j),(-301.238+229.797j),5.76
3.24,(-5082.598+3797.028j),(-300.022+228.18j),5.76
3.25,(-5062.472+3770.372j),(-298.813+226.578j),5.76
3.26,(-5042.443+3743.952j),(-297.609+224.991j),5.76
3.27,(-5022.511+3717.765j),(-296.411+223.417j),5.76
3.28,(-5002.675+3691.809j),(-295.219+221.857j),5.76
3.29,(-4982.935+3666.082j),(-294.033+220.311j),5.76
3.3,(-4963.291+3640.58j),(-292.852+218.779j),5.76
3.31,(-4943.742+3615.302j),(-291.678+217.26j),5.76
3.32,(-4924.288+3590.245j),(-290.509+215.754j),5.76
3.33,(-4904.928+3565.407j),(-289.345+214.261j),5.76
3.34,(-4885.662+3540.786j),(-288.187+212.782j),5.76
3.35,(-4866.489+3516.38j),(-287.035+211.315j),5.76
3.36,(-4847.41+3492.185j),(-285.889+209.861j),5.76
3.37,(-4828.423+3468.201j),(-284.748+208.42j),5.76
3.38,(-4809.529+3444.425j),(-283.612+206.991j),5.76
3.39,(-4790.726+3420.854j),(-282.482+205.574j),5.76
3.4,(-4772.014+3397.487j),(-281.358+204.17j),5.76
3.41,(-4753.394+3374.321j),(-280.239+202.778j),5.76
3.42,(-4734.864+3351.355j),(-279.125+201.398j),5.76
3.43,(-4716.424+3328.587j),(-278.017+200.03j),5.76
3.44,(-4698.074+3306.014j),(-276.914+198.673j),5.76
3.45,(-4679.813+3283.634j),(-275.817+197.328j),5.76
3.46,(-4661.641+3261.445j),(-274.725+195.995j),5.76
3.47,(-4643.558+3239.447j),(-273.638+194.673j),5.76
3.48,(-4625.562+3217.635j),(-272.557+193.362j),5.76
3.49,(-4607.654+3196.01j),(-271.481+192.062j),5.76
3.5,(-4589.833+3174.568j),(-270.41+190.774j),5.76
3.51,(-4572.099+3153.308j),(-269.344+189.496j),5.76
3.52,(-4554.451+3132.228j),(-268.283+188.23j),5.76
3.53,(-4536.889+3111.326j),(-267.228+186.973j),5.76
3.54,(-4519.413+3090.601j),(-266.178+185.728j),5.76
3.55,(-4502.022+3070.051j),(-265.133+184.493j),5.76
3.56,(-4484.715+3049.674j),(-264.093+183.268j),5.76
3.57,(-4467.493+3029.467j),(-263.058+182.054j),5.76
3.58,(-4450.354+3009.431j),(-262.028+180.85j),5.76
3.59,(-4433.299+2989.562j),(-261.003+179.656j),5.76
3.6,(-4416.327+2969.859j),(-259.983+178.472j),5.76
3.61,(-4399.437+2950.321j),(-258.968+177.298j),5.76
3.62,(-4382.63+2930.945j),(-257.958+176.134j),5.76
3.63,(-4365.905+2911.731j),(-256.953+174.979j),5.76
